/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	CACNA1C:CACNA1C 105 chr12:2448975 chrKZ208916.1:462571
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	CTBS:THBS3 37 chr1:84553542 chr1:155198528
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	KTN1:AP1G2 35 chr14:55675836 chr14:23567113
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	MGST3:SRP68 33 chr1:165655578 chr17:76039843
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	RNF4:ING2 33 chr4:2490339 chr4:183510499
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	FIP1L1:RNASEH2C 31 chr4:53461081 chr11:65719806
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	POMT2:GNAO1 29 chr14:77299455 chr16:56334729
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	DDHD2:CUL2 28 chr8:38245742 chr10:35035172
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PPP1R12C:EPS8L1 27 chr19:55091553 chr19:55085930
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	NCALD:FRAS1 27 chr8:101689400 chr4:78511518
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	NUTF2:LDLRAD4 27 chr16:67865103 chr18:13645468
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PPARG:ACTL9 26 chr3:12434062 chr19:8698617
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	NXPE3:CAMTA1 26 chr3:101822589 chr1:7737959
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	RBMS3:LUZP2 26 chr3:29434744 chr11:24891959
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	USP9X:SIRT5 24 chrX:41150921 chr6:13614592
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	RARS2:SLC25A27 24 chr6:87524559 chr6:46668709
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	KCTD19:SKIC3 24 chr16:67320589 chr5:95464679
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	RER1:GMNC 23 chr1:2403749 chr3:190855911
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	FBXL15:CUEDC2 23 chr10:102421108 chr10:102423569
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	ASPN:RPP40 23 chr9:92456205 chr6:4995273
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	BTG4:RPS6KA4 22 chr11:111495312 chr11:64371517
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	EPHA2:MAGEB6 21 chr1:16124336 chrX:26192441
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PAXX:CLIC3 21 chr9:136993626 chr9:136994837
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	SYTL5:ENSG00000284906 21 chrX:38108601 chr15:30768940
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	SLC4A3:TMUB2 21 chr2:219640430 chr17:44191431
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	HNRNPH3:SVIL 21 chr10:68338504 chr10:29487650
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PRIM2:SGSH 21 chr6:57383415 chr17:80215134
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PLK1:ANKRD28 20 chr16:23681054 chr3:15677054
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	UPK1B:B4GALT4 20 chr3:119190295 chr3:119212678
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	HMMR:POMT1 20 chr5:163491143 chr9:131518445
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	IL12RB2:KRBA2 19 chr1:67395900 chr17:8370382
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	ERC1:G3BP1 19 chr12:1183282 chr5:151803942
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	GDNF:MFF 19 chr5:37816132 chr2:227355758
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	USP2:CYP11A1 19 chr11:119372978 chr15:74365664
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	CARF:MYT1L 18 chr2:202961236 chr2:2330967
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	COL6A1:ENSG00000249209 18 chr21:45987518 chr21:33931163
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	MAST1:ZNF691 18 chr19:12852245 chr1:42849555
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	DAO:GPD1 17 chr12:108890208 chr12:50107797
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	ELOVL1:BANF1 17 chr1:43364793 chr11:66003358
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	HNRNPA3:ZNF627 17 chr2:177217707 chr19:11617855
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	MFN1:ZHX3 16 chr3:179365207 chr20:41205063
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	BRPF3:CSPP1 16 chr6:36230522 chr8:67172416
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	CELF2:ERCC6 15 chr10:11314213 chr10:49459232
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	LUZP2:ENSG00000283563 15 chr11:24892313 chr3:28576493
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PORCN:OR2F2 15 chrX:48514347 chrKZ208912.1:479461
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	XPO1:FKTN 15 chr2:61478606 chr9:105596640
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	SLC45A4:DENND3 14 chr8:141212555 chr8:141141272
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	KCNIP4:KCNIP4 14 chr4:20850670 chrKI270790.1:183188
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	POMT1:ADAM17 14 chr9:131518884 chr2:9502275
/bioinformatics/ryley/Algorithm_Benchmark/Adapter_porechop_trimmed/LongGF/LongGF.run.porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.log:SumGF	PDGFRA:FIP1L1 14 chr4:54274920 chr4:53425962
